index,date,home_team,away_team,result,pso,competition,neutral_pitch
5718,2024-06-11,QAT,IND,2:1,,FIFA World Cup Asia group A,False
5719,2024-06-11,MDA,UKR,0:4,,International Friendly -,False
5720,2024-06-11,LCA,ARU,2:2,,FIFA World Cup 2026 Q,True
5721,2024-06-11,KSA,JOR,1:2,,FIFA World Cup Asia group G,False
5722,2024-06-11,KEN,CIV,0:0,,FIFA World Cup 2026 Q,True
5723,2024-06-11,CPV,LBY,1:0,,FIFA World Cup 2026 Q,False
5724,2024-06-11,IRQ,VIE,3:1,,FIFA World Cup 2026 Q,False
5725,2024-06-11,MAS,TPE,3:1,,FIFA World Cup 2026 Q,False
5726,2024-06-11,PRK,MYA,4:1,,FIFA World Cup 2026 Q,True
5727,2024-06-11,MAS,CHI,3:1,,FIFA World Cup Asia group D,False
5728,2024-06-11,OMA,KGZ,1:1,,FIFA World Cup Asia group D,False
5729,2024-06-11,ZAM,TAN,0:1,,FIFA World Cup Africa 1st round group E,False
5730,2024-06-11,TJK,PAK,3:0,,FIFA World Cup Asia group G,False
5731,2024-06-11,KOR,CHN,1:0,,FIFA World Cup Asia group C,False
5732,2024-06-11,MAR,CGO,6:0,,FIFA World Cup Africa 1st round group E,False
5733,2024-06-11,MRI,SWZ,2:1,,FIFA World Cup Africa 1st round group D,False
5734,2024-06-11,SKN,BAH,1:0,,FIFA World Cup 2026 Q,False
5735,2024-06-11,AUS,PLE,5:0,,FIFA World Cup Asia group I,False
5736,2024-06-11,CHA,COM,0:2,,FIFA World Cup Africa 1st round group I,True
5737,2024-06-11,RSA,ZIM,3:1,,FIFA World Cup Africa 1st round group C,False
5738,2024-06-11,ST ,BAH,1:0,,FIFA World Cup 2nd round group B,True
5739,2024-06-11,CHI,PAR,3:0,,International Friendly -,False
5740,2024-06-11,AZE,KAZ,3:2,,International Friendly -,True
5741,2024-06-11,MRI,SWA,2:1,,FIFA World Cup Africa 1st round group D,False
5742,2024-06-11,YEM,NEP,2:2,,FIFA World Cup Asia group H,False
5743,2024-06-11,UAE,BHR,1:1,,FIFA World Cup Asia group H,False
5744,2024-06-11,CUB,CAY,3:0,,FIFA World Cup 2nd round group A,False
5745,2024-06-11,GAB,GAM,3:2,,FIFA World Cup Africa 1st round group F,False
5746,2024-06-11,ST ,ARU,2:2,,FIFA World Cup 2nd Round Group C,False
5747,2024-06-11,AND,NIR,0:2,,International Friendly -,True
5748,2024-06-12,USA,BRA,1:1,,International Friendly -,False
5749,2024-06-12,ECU,BOL,3:1,,International Friendly -,True
5750,2024-06-14,GER,SCO,5:1,,UEFA European Championship Finals Group A,False
5751,2024-06-14,ARG,GUA,4:1,,International Friendly -,False
5752,2024-06-14,SLV,PER,0:1,,International Friendly -,True
5753,2024-06-15,ESP,CRO,3:0,,UEFA European Championship Finals Group B,True
5754,2024-06-15,HUN,SUI,1:3,,UEFA European Championship Finals Group A,True
5755,2024-06-15,ITA,ALB,2:1,,UEFA European Championship Finals Group B,True
5756,2024-06-15,VAN,SOL,1:0,,Oceania Nations Cup Group A,False
5757,2024-06-15,ECU,HON,2:1,,International Friendly -,True
5758,2024-06-15,COL,BOL,3:0,,International Friendly -,False
5759,2024-06-16,SVN,DEN,1:1,,UEFA European Championship Finals Group C,True
5760,2024-06-16,SRB,ENG,0:1,,UEFA European Championship Finals Group C,True
5761,2024-06-16,FIJ,PNG,5:1,,Oceania Nations Cup Group B,False
5762,2024-06-16,POL,NED,1:2,,UEFA European Championship Finals Group D,True
5763,2024-06-16,TAH,SAM,2:0,,Oceania Nations Cup Group B,False
5764,2024-06-16,PAN,PAR,0:1,,International Friendly -,False
5765,2024-06-17,AUT,FRA,0:1,,UEFA European Championship Finals Group D,True
5766,2024-06-17,ROU,UKR,3:0,,UEFA European Championship Finals group E,True
5767,2024-06-17,BEL,SVK,0:1,,UEFA European Championship Finals group E,True
5768,2024-06-18,NZL,SOL,3:0,,Oceania Nations Cup Group A,True
5769,2024-06-18,TUR,GEO,3:1,,UEFA European Championship Finals group F,True
5770,2024-06-18,POR,CZE,2:1,,UEFA European Championship Finals group F,True
5771,2024-06-19,CRO,ALB,2:2,,UEFA European Championship Finals Group B,True
5772,2024-06-19,SCO,SUI,1:1,,UEFA European Championship Finals Group A,True
5773,2024-06-19,FIJ,SAM,9:1,,Oceania Nations Cup Group B,False
5774,2024-06-19,GER,HUN,2:0,,UEFA European Championship Finals Group A,False
5775,2024-06-19,PNG,TAH,1:1,,Oceania Nations Cup Group B,False
5776,2024-06-20,ARG,CAN,2:0,,Copa America Group A,True
5777,2024-06-20,SVN,SRB,1:1,,UEFA European Championship Finals Group C,True
5778,2024-06-20,DEN,ENG,1:1,,UEFA European Championship Finals Group C,True
5779,2024-06-20,ESP,ITA,1:0,,UEFA European Championship Finals Group B,True
5780,2024-06-21,POL,AUT,1:3,,UEFA European Championship Finals Group D,True
5781,2024-06-21,VAN,NZL,0:4,,Oceania Nations Cup Group A,False
5782,2024-06-21,NED,FRA,0:0,,UEFA European Championship Finals Group D,True
5783,2024-06-21,SVK,UKR,1:2,,UEFA European Championship Finals group E,True
5784,2024-06-21,PER,CHI,0:0,,Copa America Group A,True
5785,2024-06-22,MEX,JAM,1:0,,Copa America Group B,True
5786,2024-06-22,TUR,POR,0:3,,UEFA European Championship Finals group F,True
5787,2024-06-22,SAM,PNG,1:2,,Oceania Nations Cup Group B,False
5788,2024-06-22,FIJ,TAH,1:0,,Oceania Nations Cup Group B,False
5789,2024-06-22,ECU,VEN,1:2,,Copa America Group B,True
5790,2024-06-22,BEL,ROU,2:0,,UEFA European Championship Finals group E,True
5791,2024-06-22,GEO,CZE,1:1,,UEFA European Championship Finals group F,True
5792,2024-06-23,URU,PAN,3:1,,Copa America Group C,True
5793,2024-06-23,GER,SUI,1:1,,UEFA European Championship Finals Group A,False
5794,2024-06-23,SCO,HUN,0:1,,UEFA European Championship Finals Group A,True
5795,2024-06-23,USA,BOL,2:0,,Copa America Group C,False
5796,2024-06-24,CRO,ITA,1:1,,UEFA European Championship Finals Group B,True
5797,2024-06-24,ALB,ESP,0:1,,UEFA European Championship Finals Group B,True
5798,2024-06-24,BRA,CRC,0:0,,Copa America Group D,True
5799,2024-06-24,COL,PAR,2:1,,Copa America Group D,True
5800,2024-06-25,CHI,ARG,0:1,,Copa America Group A,True
5801,2024-06-25,NED,AUT,2:3,,UEFA European Championship Finals Group D,True
5802,2024-06-25,PER,CAN,0:1,,Copa America Group A,True
5803,2024-06-25,DEN,SRB,0:0,,UEFA European Championship Finals Group C,True
5804,2024-06-25,FRA,POL,1:1,,UEFA European Championship Finals Group D,True
5805,2024-06-25,ENG,SVN,0:0,,UEFA European Championship Finals Group C,True
5806,2024-06-26,GEO,POR,2:0,,UEFA European Championship Finals group F,True
5807,2024-06-26,CZE,TUR,1:2,,UEFA European Championship Finals group F,True
5808,2024-06-26,ECU,JAM,3:1,,Copa America Group B,True
5809,2024-06-26,VEN,MEX,1:0,,Copa America Group B,True
5810,2024-06-26,SVK,ROU,1:1,,UEFA European Championship Finals group E,True
5811,2024-06-26,UKR,BEL,0:0,,UEFA European Championship Finals group E,True
5812,2024-06-27,USA,PAN,1:2,,Copa America Group C,False
5813,2024-06-27,VAN,FIJ,2:1,,Oceania Nations Cup Semi-final,False
5814,2024-06-27,URU,BOL,5:0,,Copa America Group C,True
5815,2024-06-27,NZL,TAH,5:0,,Oceania Nations Cup Semi-final,True
5816,2024-06-28,COL,CRC,3:0,,Copa America Group D,True
5817,2024-06-28,PAR,BRA,1:4,,Copa America Group D,True
5818,2024-06-29,CAN,CHI,0:0,,Copa America Group A,False
5819,2024-06-29,ARG,PER,2:0,,Copa America Group A,True
5820,2024-06-29,SUI,ITA,2:0,,UEFA European Championship Finals - Round of 16,True
5821,2024-06-29,GER,DEN,2:0,,UEFA European Championship Finals - Round of 16,False
5822,2024-06-30,JAM,VEN,0:3,,Copa America Group B,False
5823,2024-06-30,MEX,ECU,0:0,,Copa America Group B,True
5824,2024-06-30,TAH,FIJ,2:1,,Oceania Nations Cup 3rd place,True
5825,2024-06-30,ENG,SVK,2:1,,UEFA European Championship Finals - Round of 16,True
5826,2024-06-30,ESP,GEO,4:1,,UEFA European Championship Finals - Round of 16,True
5827,2024-06-30,VAN,NZL,0:3,,Oceania Nations Cup Final,False
5828,2024-07-01,FRA,BEL,1:0,,UEFA European Championship Finals - Round of 16,True
5829,2024-07-01,USA,URU,0:1,,Copa America Group C,False
5830,2024-07-01,POR,SVN,0:0,3:0,UEFA European Championship Finals - Round of 16,True
5831,2024-07-01,BOL,PAN,1:3,,Copa America Group C,False
5832,2024-07-02,ROU,NED,0:3,,UEFA European Championship Finals - Round of 16,True
5833,2024-07-02,BRA,COL,1:1,,Copa America Group D,True
5834,2024-07-02,CRC,PAR,2:1,,Copa America Group D,False
5835,2024-07-02,AUT,TUR,1:2,,UEFA European Championship Finals - Round of 16,True
5836,2024-07-04,ARG,ECU,1:1,4:2,Copa America Quarter-final,True
5837,2024-07-05,VEN,CAN,1:1,3:4,Copa America Quarter-final,True
5838,2024-07-05,GER,ESP,1:2,,UEFA European Championship Quarter-final,False
5839,2024-07-05,POR,FRA,0:0,3:5,UEFA European Championship Quarter-final,True
5840,2024-07-06,URU,BRA,0:0,4:2,Copa America Quarter-final,True
5841,2024-07-06,ENG,SUI,1:1,5:3,UEFA European Championship Quarter-final,True
5842,2024-07-06,COL,PAN,5:0,,Copa America Quarter-final,True
5843,2024-07-06,NED,TUR,2:1,,UEFA European Championship Quarter-final,True
5844,2024-07-09,FRA,ESP,1:2,,UEFA European Championship Semi-final,True
5845,2024-07-09,ARG,CAN,2:0,,Copa America Semi-final,True
5846,2024-07-10,NED,ENG,1:2,,UEFA European Championship Semi-final,True
5847,2024-07-10,URU,COL,0:1,,Copa America Semi-final,True
5848,2024-07-13,CAN,URU,2:2,3:4,Copa America 3rd place,True
5849,2024-07-14,ARG,COL,1:0,,Copa America Final,True
5850,2024-07-14,ESP,ENG,2:1,,UEFA European Championship Final,True
5851,2024-09-02,FIJ,SOL,1:0,,Tri Nation Tounament -,False
5852,2024-09-03,IND,MRI,0:0,,Intercontinental Cup (India) -,False
5853,2024-09-04,AIA,TCA,2:0,,CONCACAF Nations League League C Group B,False
5854,2024-09-04,COM,GAM,1:1,,Africa Cup of Nations Qualifying group A,False
5855,2024-09-04,LIB,TJK,1:0,,Merdeka Tournament Semi-final,True
5856,2024-09-04,VIR,BAH,3:3,,CONCACAF Nations League League C Group A,False
5857,2024-09-04,CAY,VGB,1:0,,CONCACAF Nations League League C Group C,False
5858,2024-09-04,LBY,RWA,1:1,,Africa Cup of Nations Qualifying group D,False
5859,2024-09-04,GIB,AND,1:0,,International Friendly -,False
5860,2024-09-04,TAN,ETH,0:0,,Africa Cup of Nations Qualifying group H,False
5861,2024-09-04,MAS,PHI,2:1,,Merdeka Tournament Semi-final,False
5862,2024-09-04,SDN,NIG,1:0,,Africa Cup of Nations Qualifying group F,True
5863,2024-09-05,SRB,ESP,0:0,,UEFA Nations League League A Group A4,False
5864,2024-09-05,EST,SVK,0:1,,UEFA Nations League League C Group C1,False
5865,2024-09-05,AUS,BHR,0:1,,FIFA World Cup Asia 3rd round group C,False
5866,2024-09-05,IRN,KGZ,1:0,,FIFA World Cup Asia 3rd round group A,False
5867,2024-09-05,KSA,IDN,1:1,,FIFA World Cup Asia 3rd round group C,False
5868,2024-09-05,JOR,KUW,1:1,,FIFA World Cup Asia 3rd round group B,False
5869,2024-09-05,NIR,LUX,2:0,,UEFA Nations League League C Group C3,True
5870,2024-09-05,QAT,UAE,1:3,,FIFA World Cup Asia 3rd round group A,False
5871,2024-09-05,ALG,EQG,2:0,,Africa Cup of Nations Qualifying group E,False
5872,2024-09-05,IRQ,OMA,1:0,,FIFA World Cup Asia 3rd round group B,False
5873,2024-09-05,UZB,KOR,1:0,,FIFA World Cup Asia 3rd round group A,False
5874,2024-09-05,CRC,GUA,3:0,,CONCACAF Nations League League A Group A,False
5875,2024-09-05,POR,CRO,2:1,,UEFA Nations League League A Group A1,False
5876,2024-09-05,JPN,CHN,7:0,,FIFA World Cup Asia 3rd round group C,False
5877,2024-09-05,MSR,SLV,1:4,,CONCACAF Nations League League B Group A,False
5878,2024-09-05,KOR,PLE,0:0,,FIFA World Cup Asia 3rd round group B,False
5879,2024-09-05,GHA,ANG,0:1,,Africa Cup of Nations Qualifying group F,False
5880,2024-09-05,DEN,SUI,2:0,,UEFA Nations League League A Group A4,False
5881,2024-09-05,TLS,MNG,4:1,,AFC Asian Cup Play-off 1st leg,True
5882,2024-09-05,BOL,VEN,4:0,,FIFA World Cup South America qualifying,False
5883,2024-09-05,ARG,CHI,3:0,,FIFA World Cup South America qualifying,False
5884,2024-09-05,GUA,MAR,3:1,,CONCACAF Nations League League A Group A,False
5885,2024-09-05,BHU,BAN,0:1,,International Friendly -,False
5886,2024-09-05,GUY,SUR,1:3,,CONCACAF Nations League League A Group A,False
5887,2024-09-05,GNB,SWZ,1:0,,Africa Cup of Nations Qualifying group I,False
5888,2024-09-05,GNB,SWA,1:0,,Africa Cup of Nations Qualifying group I,False
5889,2024-09-05,BON,ST ,1:1,,CONCACAF Nations League League B Group A,False
5890,2024-09-05,SMR,LIE,1:0,,UEFA Nations League League D Group D1,False
5891,2024-09-05,MWI,BDI,2:3,,Africa Cup of Nations Qualifying group L,False
5892,2024-09-05,SOL,HKG,0:3,,Tri Nation Tounament -,False
5893,2024-09-05,SRI,CAM,0:0,,AFC Asian Cup Play-off 1st leg,False
5894,2024-09-05,CGO,SSD,1:0,,Africa Cup of Nations Qualifying group K,False
5895,2024-09-05,AZE,SWE,1:3,,UEFA Nations League League C Group C1,False
5896,2024-09-05,BLR,BUL,0:0,,UEFA Nations League League C Group C3,False
5897,2024-09-05,TUN,MAD,1:0,,Africa Cup of Nations Qualifying group A,False
5898,2024-09-05,SCO,POL,2:3,,UEFA Nations League League A Group A1,True
5899,2024-09-05,CTA,LES,3:1,,Africa Cup of Nations Qualifying group B,False
5900,2024-09-06,SEN,BFA,1:1,,Africa Cup of Nations Qualifying group L,False
5901,2024-09-06,TOG,LBR,1:1,,Africa Cup of Nations Qualifying group E,False
5902,2024-09-06,BRU,MAC,3:0,,AFC Asian Cup Play-off 1st leg,True
5903,2024-09-06,MLI,MOZ,1:1,,Africa Cup of Nations Qualifying group I,False
5904,2024-09-06,ISL,MNE,2:0,,UEFA Nations League League B Group B4,False
5905,2024-09-06,GRN,SAI,2:0,,CONCACAF Nations League League B Group B,False
5906,2024-09-06,ST ,CUW,2:1,,CONCACAF Nations League League B Group B,True
5907,2024-09-06,JAM,CUB,0:0,,CONCACAF Nations League League A Group B,False
5908,2024-09-06,SAM,ASA,2:0,,FIFA World Cup 1st qualifying round,False
5909,2024-09-06,FRE,NCA,0:1,,CONCACAF Nations League League A Group B,False
5910,2024-09-06,SLE,CHA,0:0,,Africa Cup of Nations Qualifying group G,True
5911,2024-09-06,RSA,UGA,2:2,,Africa Cup of Nations Qualifying group K,False
5912,2024-09-06,WAL,TUR,0:0,,UEFA Nations League League B Group B4,True
5913,2024-09-06,EGY,CAP,3:0,,Africa Cup of Nations Qualifying group C,False
5914,2024-09-06,IVO,ZAM,2:0,,Africa Cup of Nations Qualifying group G,True
5915,2024-09-06,BRA,ECU,1:0,,FIFA World Cup South America qualifying,False
5916,2024-09-06,SVN,AUT,1:1,,UEFA Nations League League B Group B3,False
5917,2024-09-06,KEN,ZIM,0:0,,Africa Cup of Nations Qualifying group J,False
5918,2024-09-06,BEL,ISR,3:1,,UEFA Nations League League A Group A2,True
5919,2024-09-06,MAR,GAB,4:1,,Africa Cup of Nations Qualifying group B,False
5920,2024-09-06,PUR,HAI,1:4,,CONCACAF Nations League League B Group C,False
5921,2024-09-06,URU,PAR,0:0,,FIFA World Cup South America qualifying,False
5922,2024-09-06,HON,TRI,4:0,,CONCACAF Nations League League A Group B,False
5923,2024-09-06,PER,COL,1:1,,FIFA World Cup South America qualifying,False
5924,2024-09-06,SIN,ARU,2:0,,CONCACAF Nations League League B Group C,False
5925,2024-09-06,COD,GUI,1:0,,Africa Cup of Nations Qualifying group H,False
5926,2024-09-06,KAZ,NOR,0:0,,UEFA Nations League League B Group B3,False
5927,2024-09-06,LTU,CYP,0:1,,UEFA Nations League League C Group C2,False
5928,2024-09-06,KOS,ROU,0:3,,UEFA Nations League League C Group C2,False
5929,2024-09-06,MRI,SYR,0:2,,Intercontinental Cup (India) -,False
5930,2024-09-06,COK,TGA,1:3,,FIFA World Cup 1st qualifying round,False
5931,2024-09-06,FRA,ITA,1:3,,UEFA Nations League League A Group A2,False
5932,2024-09-07,GEO,CZE,4:1,,UEFA Nations League League B Group B1,False
5933,2024-09-07,NED,BOS,5:2,,UEFA Nations League League A Group A3,False
5934,2024-09-07,CAY,ST ,1:4,,CONCACAF Nations League League C Group C,False
5935,2024-09-07,GRE,FIN,3:0,,UEFA Nations League League B Group B2,False
5936,2024-09-07,UKR,ALB,1:2,,UEFA Nations League League B Group B1,True
5937,2024-09-07,MEX,NZL,3:0,,International Friendly -,True
5938,2024-09-07,BER,DOM,2:3,,CONCACAF Nations League League B Group D,False
5939,2024-09-07,USA,CAN,1:2,,International Friendly -,False
5940,2024-09-07,MDA,MLT,2:0,,UEFA Nations League League D Group D2,False
5941,2024-09-07,GER,HUN,5:0,,UEFA Nations League League A Group A3,False
5942,2024-09-07,BAH,BRB,2:3,,CONCACAF Nations League League C Group A,False
5943,2024-09-07,MTN,BOT,1:0,,Africa Cup of Nations Qualifying group C,False
5944,2024-09-07,IRL,ENG,0:2,,UEFA Nations League League B Group B2,False
5945,2024-09-07,CMR,NAM,1:0,,Africa Cup of Nations Qualifying group J,False
5946,2024-09-07,FRO,MKD,1:1,,UEFA Nations League League C Group C4,False
5947,2024-09-07,NGA,BEN,3:0,,Africa Cup of Nations Qualifying group D,False
5948,2024-09-07,DMA,ATG,2:1,,CONCACAF Nations League League B Group D,False
5949,2024-09-07,ARM,LVA,4:1,,UEFA Nations League League C Group C4,False
5950,2024-09-07,TCA,BLZ,0:4,,CONCACAF Nations League League C Group B,False
5951,2024-09-08,MAS,LIB,1:0,,Merdeka Tournament Final,False
5952,2024-09-08,ST ,MSR,2:0,,CONCACAF Nations League League B Group A,False
5953,2024-09-08,POR,SCO,2:1,,UEFA Nations League League A Group A1,False
5954,2024-09-08,SVK,AZE,2:0,,UEFA Nations League League C Group C1,False
5955,2024-09-08,SLV,BON,2:1,,CONCACAF Nations League League B Group A,False
5956,2024-09-08,DEN,SRB,2:0,,UEFA Nations League League A Group A4,False
5957,2024-09-08,GAM,TUN,1:2,,Africa Cup of Nations Qualifying group A,False
5958,2024-09-08,CRO,POL,1:0,,UEFA Nations League League A Group A1,False
5959,2024-09-08,SWE,EST,3:0,,UEFA Nations League League C Group C1,False
5960,2024-09-08,BHU,BAN,1:0,,International Friendly -,False
5961,2024-09-08,TJK,PHI,0:0,4:3,Merdeka Tournament 3rd place,True
5962,2024-09-08,SUI,ESP,1:4,,UEFA Nations League League A Group A4,False
5963,2024-09-08,BUL,NIR,1:0,,UEFA Nations League League C Group C3,False
5964,2024-09-08,GIB,LIE,2:2,,UEFA Nations League League D Group D1,False
5965,2024-09-08,LUX,BLR,0:1,,UEFA Nations League League C Group C3,False
5966,2024-09-08,FIJ,HKG,1:1,,Tri Nation Tounament -,False
5967,2024-09-09,MNE,WAL,1:2,,UEFA Nations League League B Group B4,False
5968,2024-09-09,TUR,ISL,3:1,,UEFA Nations League League B Group B4,False
5969,2024-09-09,BDI,SEN,0:1,,Africa Cup of Nations Qualifying group L,True
5970,2024-09-09,NIG,GHA,1:1,,Africa Cup of Nations Qualifying group F,True
5971,2024-09-09,FRA,BEL,2:0,,UEFA Nations League League A Group A2,False
5972,2024-09-09,EQG,TOG,2:2,,Africa Cup of Nations Qualifying group E,False
5973,2024-09-09,NOR,AUT,2:1,,UEFA Nations League League B Group B3,False
5974,2024-09-09,UGA,CGO,2:0,,Africa Cup of Nations Qualifying group K,False
5975,2024-09-09,SAM,TGA,2:1,,FIFA World Cup 1st qualifying round,False
5976,2024-09-09,CUW,SAI,4:0,,CONCACAF Nations League League B Group B,True
5977,2024-09-09,GRN,ST ,1:2,,CONCACAF Nations League League B Group B,False
5978,2024-09-09,HAI,SIN,6:0,,CONCACAF Nations League League B Group C,False
5979,2024-09-09,MAR,LES,1:0,,Africa Cup of Nations Qualifying group B,False
5980,2024-09-09,ETH,COD,0:2,,Africa Cup of Nations Qualifying group H,True
5981,2024-09-09,SVN,KAZ,3:0,,UEFA Nations League League B Group B3,False
5982,2024-09-09,IND,SYR,0:3,,Intercontinental Cup (India) -,False
5983,2024-09-09,MAD,COM,1:1,,Africa Cup of Nations Qualifying group A,True
5984,2024-09-09,ROU,LTU,3:1,,UEFA Nations League League C Group C2,False
5985,2024-09-09,COK,ASA,1:2,,International Friendly -,False
5986,2024-09-09,ISR,ITA,1:2,,UEFA Nations League League A Group A2,True
5987,2024-09-09,ARU,PUR,0:1,,CONCACAF Nations League League B Group C,False
5988,2024-09-09,ANG,SDN,2:1,,Africa Cup of Nations Qualifying group F,False
5989,2024-09-09,CYP,KOS,0:4,,UEFA Nations League League C Group C2,False
5990,2024-09-09,GUA,SUR,1:0,,CONCACAF Nations League League A Group A,True
5991,2024-09-09,MAR,GUY,2:2,,CONCACAF Nations League League A Group A,True
5992,2024-09-09,GUA,CRC,0:0,,CONCACAF Nations League League A Group A,False
5993,2024-09-10,BEN,LBY,2:1,,Africa Cup of Nations Qualifying group D,True
5994,2024-09-10,BHR,JPN,0:5,,FIFA World Cup Asia 3rd round group C,False
5995,2024-09-10,MKD,ARM,2:0,,UEFA Nations League League C Group C4,False
5996,2024-09-10,USA,NZL,1:1,,International Friendly -,False
5997,2024-09-10,BRB,VIR,3:0,,CONCACAF Nations League League C Group A,False
5998,2024-09-10,CHA,IVO,0:2,,Africa Cup of Nations Qualifying group G,False
5999,2024-09-10,MOZ,GNB,2:1,,Africa Cup of Nations Qualifying group I,False
6000,2024-09-10,TRI,FRE,0:0,,CONCACAF Nations League League A Group B,False
6001,2024-09-10,CAM,SRI,2:2,2:4,AFC Asian Cup Play-off 2nd leg,False
6002,2024-09-10,SSD,RSA,2:3,,Africa Cup of Nations Qualifying group K,False
6003,2024-09-10,MEX,CAN,0:0,,International Friendly -,True
6004,2024-09-10,DOM,DMA,2:0,,CONCACAF Nations League League B Group D,False
6005,2024-09-10,COL,ARG,2:1,,FIFA World Cup South America qualifying,False
6006,2024-09-10,AND,MLT,0:1,,UEFA Nations League League D Group D2,False
6007,2024-09-10,KOR,QAT,2:2,,FIFA World Cup Asia 3rd round group A,True
6008,2024-09-10,HUN,BOS,0:0,,UEFA Nations League League A Group A3,False
6009,2024-09-10,LVA,FRO,1:0,,UEFA Nations League League C Group C4,False
6010,2024-09-10,IDN,AUS,0:0,,FIFA World Cup Asia 3rd round group C,False
6011,2024-09-10,CZE,UKR,3:2,,UEFA Nations League League B Group B1,True
6012,2024-09-10,ZAM,SLE,3:2,,Africa Cup of Nations Qualifying group G,False
6013,2024-09-10,ZIM,CMR,0:0,,Africa Cup of Nations Qualifying group J,False
6014,2024-09-10,ECU,PER,1:0,,FIFA World Cup South America qualifying,False
6015,2024-09-10,SWA,MLI,0:1,,Africa Cup of Nations Qualifying group I,True
6016,2024-09-10,MDA,SMR,1:0,,International Friendly -,False
6017,2024-09-10,LBR,ALG,0:3,,Africa Cup of Nations Qualifying group E,False
6018,2024-09-10,MAC,BRU,0:1,,AFC Asian Cup Play-off 2nd leg,False
6019,2024-09-10,IRL,GRE,0:2,,UEFA Nations League League B Group B2,False
6020,2024-09-10,KUW,IRQ,0:0,,FIFA World Cup Asia 3rd round group B,False
6021,2024-09-10,BLZ,AIA,1:0,,CONCACAF Nations League League C Group B,False
6022,2024-09-10,ENG,FIN,2:0,,UEFA Nations League League B Group B2,True
