index,date,home_team,away_team,result,pso,competition,neutral_pitch
396,2018-10-16,UKR,CZE,1:0,,UEFA Nations League 2019,False
397,2018-10-16,IRL,WAL,0:1,,UEFA Nations League 2019,False
398,2018-10-16,NOR,BUL,1:0,,UEFA Nations League 2019,False
399,2018-10-16,SVN,CYP,1:1,,UEFA Nations League 2019,False
400,2018-10-16,KAZ,AND,4:0,,UEFA Nations League 2019,False
401,2018-10-16,LVA,GEO,0:3,,UEFA Nations League 2019,False
402,2018-10-16,ARM,MKD,4:0,,UEFA Nations League 2019,False
403,2018-10-16,GIB,LIE,2:1,,UEFA Nations League 2019,False
404,2018-10-16,UAE,VEN,0:2,,Friendly 2018,True
405,2018-10-16,USA,PER,1:1,,Friendly 2018,False
406,2018-10-16,BEL,NED,1:1,,Friendly 2018,False
407,2018-10-16,ARG,BRA,0:1,,Friendly 2018,True
408,2018-10-16,MAD,EQG,1:0,,CAF Nations Cup 2019 Q,False
409,2018-10-16,SDN,SEN,0:1,,CAF Nations Cup 2019 Q,False
410,2018-10-16,COM,MAR,2:2,,CAF Nations Cup 2019 Q,False
411,2018-10-16,MWI,CMR,0:0,,CAF Nations Cup 2019 Q,False
412,2018-10-16,BDI,MLI,1:1,,CAF Nations Cup 2019 Q,False
413,2018-10-16,SSD,GAB,0:1,,CAF Nations Cup 2019 Q,False
414,2018-10-16,BEN,ALG,1:0,,CAF Nations Cup 2019 Q,False
415,2018-10-16,GAM,TOG,0:1,,CAF Nations Cup 2019 Q,False
416,2018-10-16,BHR,MYA,4:1,,Friendly 2018,False
417,2018-10-16,SEY,RSA,0:0,,CAF Nations Cup 2019 Q,False
418,2018-10-16,LBR,CGO,2:1,,CAF Nations Cup 2019 Q,False
419,2018-10-16,LBY,NGA,2:3,,CAF Nations Cup 2019 Q,True
420,2018-10-16,CTA,CIV,0:0,,CAF Nations Cup 2019 Q,False
421,2018-10-16,LCA,HAI,1:2,,CONCACAF Nations League 2020 Q,True
422,2018-10-16,CAN,DMA,5:0,,CONCACAF Nations League 2020 Q,False
423,2018-10-16,ZIM,COD,1:1,,CAF Nations Cup 2019 Q,False
424,2018-10-16,LES,UGA,0:2,,CAF Nations Cup 2019 Q,False
425,2018-10-16,NAM,MOZ,1:0,,CAF Nations Cup 2019 Q,False
426,2018-10-16,TAN,CPV,2:0,,CAF Nations Cup 2019 Q,False
427,2018-10-16,SWZ,EGY,0:2,,CAF Nations Cup 2019 Q,False
428,2018-10-16,MTN,ANG,1:0,,CAF Nations Cup 2019 Q,False
429,2018-10-16,BOT,BFA,0:0,,CAF Nations Cup 2019 Q,False
430,2018-10-16,RWA,GUI,1:1,,CAF Nations Cup 2019 Q,False
431,2018-10-16,NIG,TUN,1:2,,CAF Nations Cup 2019 Q,False
432,2018-11-03,MAS,MDV,3:0,,Friendly 2018,False
433,2018-11-08,CAM,MAS,0:1,,South East Asian Championship 2018,False
434,2018-11-08,LAO,VIE,0:3,,South East Asian Championship 2018,False
435,2018-11-09,THA,TLS,7:0,,South East Asian Championship 2018,False
436,2018-11-09,SIN,IDN,1:0,,South East Asian Championship 2018,False
437,2018-11-11,PRK,MNG,4:1,,East Asian Championship 2019 Q,True
438,2018-11-11,TPE,HKG,1:2,,East Asian Championship 2019 Q,False
439,2018-11-12,MAS,LAO,3:1,,South East Asian Championship 2018,False
440,2018-11-12,MYA,CAM,4:1,,South East Asian Championship 2018,False
441,2018-11-13,TPE,MNG,2:1,,East Asian Championship 2019 Q,False
442,2018-11-13,HKG,PRK,0:0,,East Asian Championship 2019 Q,True
443,2018-11-13,IDN,TLS,3:1,,South East Asian Championship 2018,False
444,2018-11-13,PHI,SIN,1:0,,South East Asian Championship 2018,False
445,2018-11-14,SUI,QAT,0:1,,Friendly 2018,False
446,2018-11-14,VAN,NCL,0:1,,Friendly 2018,False
447,2018-11-15,SMR,MDA,0:1,,UEFA Nations League 2019,False
448,2018-11-15,LUX,BLR,0:2,,UEFA Nations League 2019,False
449,2018-11-15,KAZ,LVA,1:1,,UEFA Nations League 2019,False
450,2018-11-15,AND,GEO,1:1,,UEFA Nations League 2019,False
451,2018-11-15,HUN,EST,2:0,,UEFA Nations League 2019,False
452,2018-11-15,GRE,FIN,1:0,,UEFA Nations League 2019,False
453,2018-11-15,CRO,ESP,3:2,,UEFA Nations League 2019,False
454,2018-11-15,BEL,ISL,2:0,,UEFA Nations League 2019,False
455,2018-11-15,AUT,BIH,0:0,,UEFA Nations League 2019,False
456,2018-11-15,IRL,NIR,0:0,,Friendly 2018,False
457,2018-11-15,POL,CZE,0:1,,Friendly 2018,False
458,2018-11-15,PER,ECU,0:2,,Friendly 2018,False
459,2018-11-15,ISR,GUA,7:0,,Friendly 2018,False
460,2018-11-15,IRN,TRI,1:0,,Friendly 2018,False
461,2018-11-15,GER,RUS,3:0,,Friendly 2018,False
462,2018-11-15,ENG,USA,3:0,,Friendly 2018,False
463,2018-11-15,UZB,LIB,0:0,,Friendly 2018,True
464,2018-11-16,KSA,YEM,1:0,,Friendly 2018,False
465,2018-11-16,UAE,BOL,0:0,,Friendly 2018,False
466,2018-11-16,LAO,MYA,1:3,,South East Asian Championship 2018,False
467,2018-11-16,VIE,MAS,2:0,,South East Asian Championship 2018,False
468,2018-11-16,NED,FRA,2:0,,UEFA Nations League 2019,False
469,2018-11-16,SVN,NOR,1:1,,UEFA Nations League 2019,False
470,2018-11-16,WAL,DEN,1:2,,UEFA Nations League 2019,False
471,2018-11-16,CYP,BUL,1:1,,UEFA Nations League 2019,False
472,2018-11-16,GIB,ARM,2:6,,UEFA Nations League 2019,False
473,2018-11-16,LIE,MKD,0:2,,UEFA Nations League 2019,False
474,2018-11-16,PLE,PAK,2:1,,Friendly 2018,False
475,2018-11-16,SVK,UKR,4:1,,UEFA Nations League 2019,False
476,2018-11-16,OMA,SYR,1:1,,Friendly 2018,False
477,2018-11-16,TPE,PRK,0:2,,East Asian Championship 2019 Q,False
478,2018-11-16,HON,PAN,1:0,,Friendly 2018,False
479,2018-11-16,JPN,VEN,1:1,,Friendly 2018,False
480,2018-11-16,SSD,BDI,2:5,,CAF Nations Cup 2019 Q,False
481,2018-11-16,EGY,TUN,3:2,,CAF Nations Cup 2019 Q,False
482,2018-11-16,ARU,MSR,0:2,,CONCACAF Nations League 2020 Q,True
483,2018-11-16,BLZ,PUR,1:0,,CONCACAF Nations League 2020 Q,False
484,2018-11-16,MAR,CMR,2:0,,CAF Nations Cup 2019 Q,False
485,2018-11-16,MNG,HKG,1:5,,East Asian Championship 2019 Q,True
486,2018-11-16,ARG,MEX,2:0,,Friendly 2018,False
487,2018-11-16,BRA,URU,1:0,,Friendly 2018,True
488,2018-11-16,CHI,CRC,2:3,,Friendly 2018,False
489,2018-11-16,BER,SLV,1:0,,CONCACAF Nations League 2020 Q,False
490,2018-11-17,JOR,IND,2:1,,Friendly 2018,False
491,2018-11-17,VAN,NCL,2:2,,Friendly 2018,False
492,2018-11-17,THA,IDN,4:2,,South East Asian Championship 2018,False
493,2018-11-17,TLS,PHI,2:3,,South East Asian Championship 2018,True
494,2018-11-17,ITA,POR,0:0,,UEFA Nations League 2019,False
495,2018-11-17,ROU,LTU,3:0,,UEFA Nations League 2019,False
496,2018-11-17,ALB,SCO,0:4,,UEFA Nations League 2019,False
497,2018-11-17,SRB,MNE,2:1,,UEFA Nations League 2019,False
498,2018-11-17,AZE,FRO,2:0,,UEFA Nations League 2019,False
499,2018-11-17,MLT,KOS,0:5,,UEFA Nations League 2019,False
500,2018-11-17,TUR,SWE,0:1,,UEFA Nations League 2019,False
501,2018-11-17,AUS,KOR,1:1,,Friendly 2018,False
502,2018-11-17,EQG,SEN,0:1,,CAF Nations Cup 2019 Q,False
503,2018-11-17,JAM,SUR,2:1,,CONCACAF Nations League 2020 Q,False
504,2018-11-17,CUB,DOM,1:0,,CONCACAF Nations League 2020 Q,False
505,2018-11-17,CAY,LCA,0:0,,CONCACAF Nations League 2020 Q,False
506,2018-11-17,UGA,CPV,1:0,,CAF Nations Cup 2019 Q,False
507,2018-11-17,NAM,GNB,0:0,,CAF Nations Cup 2019 Q,False
508,2018-11-17,RSA,NGA,1:1,,CAF Nations Cup 2019 Q,False
509,2018-11-17,SEY,LBY,1:8,,CAF Nations Cup 2019 Q,False
510,2018-11-17,GAM,BEN,3:1,,CAF Nations Cup 2019 Q,False
511,2018-11-17,GAB,MLI,0:1,,CAF Nations Cup 2019 Q,False
512,2018-11-17,COM,MWI,2:1,,CAF Nations Cup 2019 Q,False
513,2018-11-17,NCA,HAI,0:2,,CONCACAF Nations League 2020 Q,False
514,2018-11-18,SKN,CAN,0:1,,CONCACAF Nations League 2020 Q,False
515,2018-11-18,TCA,VIN,3:2,,CONCACAF Nations League 2020 Q,False
516,2018-11-18,ESP,BIH,1:0,,Friendly 2018,False
517,2018-11-18,SUI,BEL,5:2,,UEFA Nations League 2019,False
518,2018-11-18,MDA,LUX,1:1,,UEFA Nations League 2019,False
519,2018-11-18,NIR,AUT,1:2,,UEFA Nations League 2019,False
520,2018-11-18,GRE,EST,0:1,,UEFA Nations League 2019,False
521,2018-11-18,HUN,FIN,2:0,,UEFA Nations League 2019,False
522,2018-11-18,BRB,VIR,3:0,,CONCACAF Nations League 2020 Q,False
523,2018-11-18,SMR,BLR,0:2,,UEFA Nations League 2019,False
524,2018-11-18,ENG,CRO,2:1,,UEFA Nations League 2019,False
525,2018-11-18,BAH,AIA,1:1,,CONCACAF Nations League 2020 Q,False
526,2018-11-18,MTN,BOT,2:1,,CAF Nations Cup 2019 Q,False
527,2018-11-18,MOZ,ZAM,1:0,,CAF Nations Cup 2019 Q,False
528,2018-11-18,SWZ,NIG,1:2,,CAF Nations Cup 2019 Q,False
529,2018-11-18,ANG,BFA,2:1,,CAF Nations Cup 2019 Q,False
530,2018-11-18,RWA,CTA,2:2,,CAF Nations Cup 2019 Q,False
531,2018-11-18,GUI,CIV,1:1,,CAF Nations Cup 2019 Q,False
532,2018-11-18,LBR,ZIM,1:0,,CAF Nations Cup 2019 Q,False
533,2018-11-18,CGO,COD,1:1,,CAF Nations Cup 2019 Q,False
534,2018-11-18,ETH,GHA,0:2,,CAF Nations Cup 2019 Q,False
535,2018-11-18,TOG,ALG,1:4,,CAF Nations Cup 2019 Q,False
536,2018-11-18,MAD,SDN,1:3,,CAF Nations Cup 2019 Q,False
537,2018-11-18,LES,TAN,1:0,,CAF Nations Cup 2019 Q,False
538,2018-11-19,CYP,NOR,0:2,,UEFA Nations League 2019,False
539,2018-11-19,LIE,ARM,2:2,,UEFA Nations League 2019,False
540,2018-11-19,GEO,KAZ,2:1,,UEFA Nations League 2019,False
541,2018-11-19,AND,LVA,0:0,,UEFA Nations League 2019,False
542,2018-11-19,BUL,SVN,1:1,,UEFA Nations League 2019,False
543,2018-11-19,MKD,GIB,4:0,,UEFA Nations League 2019,False
544,2018-11-19,CZE,SVK,1:0,,UEFA Nations League 2019,False
545,2018-11-19,OMA,BHR,2:1,,Friendly 2018,False
546,2018-11-19,DEN,IRL,0:0,,UEFA Nations League 2019,False
547,2018-11-19,QAT,ISL,2:2,,Friendly 2018,True
548,2018-11-19,GER,NED,2:2,,UEFA Nations League 2019,False
549,2018-11-20,RSA,PAR,1:1,,Friendly 2018,False
550,2018-11-20,TUN,MAR,0:1,,Friendly 2018,False
551,2018-11-20,TUR,UKR,0:0,,Friendly 2018,False
552,2018-11-20,UAE,YEM,2:0,,Friendly 2018,False
553,2018-11-20,UZB,KOR,0:4,,Friendly 2018,True
554,2018-11-20,MYA,VIE,0:0,,South East Asian Championship 2018,False
555,2018-11-20,POR,POL,1:1,,UEFA Nations League 2019,False
556,2018-11-20,SWE,RUS,2:0,,UEFA Nations League 2019,False
557,2018-11-20,SCO,ISR,3:2,,UEFA Nations League 2019,False
558,2018-11-20,MNE,ROU,0:1,,UEFA Nations League 2019,False
559,2018-11-20,SRB,LTU,4:1,,UEFA Nations League 2019,False
560,2018-11-20,KOS,AZE,4:0,,UEFA Nations League 2019,False
561,2018-11-20,MLT,FRO,1:1,,UEFA Nations League 2019,False
562,2018-11-20,PER,CRC,2:3,,Friendly 2018,False
563,2018-11-20,PAN,ECU,1:2,,Friendly 2018,False
564,2018-11-20,CAM,LAO,3:1,,South East Asian Championship 2018,False
565,2018-11-20,KUW,SYR,1:2,,Friendly 2018,False
566,2018-11-20,ALB,WAL,1:0,,Friendly 2018,False
567,2018-11-20,ARG,MEX,2:0,,Friendly 2018,False
568,2018-11-20,AUS,LIB,3:0,,Friendly 2018,False
569,2018-11-20,BRA,CMR,1:0,,Friendly 2018,True
570,2018-11-20,CHI,HON,4:1,,Friendly 2018,False
571,2018-11-20,CHN,PLE,1:1,,Friendly 2018,False
572,2018-11-20,SLV,HAI,1:0,,Friendly 2018,False
573,2018-11-20,IRN,VEN,1:1,,Friendly 2018,True
574,2018-11-20,IRQ,BOL,0:0,,Friendly 2018,True
575,2018-11-20,ITA,USA,1:0,,Friendly 2018,True
576,2018-11-20,JPN,KGZ,4:0,,Friendly 2018,False
577,2018-11-20,JOR,KSA,1:1,,Friendly 2018,False
578,2018-11-20,FRA,URU,1:0,,Friendly 2018,False
579,2018-11-20,NGA,UGA,0:0,,Friendly 2018,False
580,2018-11-21,SIN,TLS,6:1,,South East Asian Championship 2018,False
581,2018-11-21,PHI,THA,1:1,,South East Asian Championship 2018,False
582,2018-11-24,VIE,CAM,3:0,,South East Asian Championship 2018,False
583,2018-11-24,MAS,MYA,3:0,,South East Asian Championship 2018,False
584,2018-11-25,IDN,PHI,0:0,,South East Asian Championship 2018,False
585,2018-11-25,THA,SIN,3:0,,South East Asian Championship 2018,False
586,2018-12-01,MAS,THA,0:0,,South East Asian Championship 2018,False
587,2018-12-02,PHI,VIE,1:2,,South East Asian Championship 2018,False
588,2018-12-05,THA,MAS,2:2,,South East Asian Championship 2018,False
589,2018-12-06,VIE,PHI,2:1,,South East Asian Championship 2018,False
590,2018-12-11,MAS,VIE,2:2,,South East Asian Championship 2018,False
591,2018-12-13,OMA,TJK,2:1,,Friendly 2018,False
592,2018-12-15,VIE,MAS,1:0,,South East Asian Championship 2018,False
593,2018-12-16,OMA,TJK,1:0,,Friendly 2018,False
594,2018-12-20,BHR,TJK,5:0,,Friendly 2018,False
595,2018-12-20,JOR,KGZ,0:1,,Friendly 2018,True
596,2018-12-23,QAT,JOR,2:0,,Friendly 2018,False
597,2018-12-24,IRQ,CHN,2:1,,Friendly 2018,True
598,2018-12-24,PLE,IRN,1:1,,Friendly 2018,True
599,2018-12-25,VIE,PRK,1:1,,Friendly 2018,False
600,2018-12-25,QAT,KGZ,1:0,,Friendly 2018,False
601,2018-12-25,AFG,TKM,0:2,,Friendly 2018,True
602,2018-12-27,OMA,IND,0:0,,Friendly 2018,True
603,2018-12-27,QAT,ALG,0:1,,Friendly 2018,False
604,2018-12-28,IRQ,PLE,1:0,,Friendly 2018,True
605,2018-12-28,JOR,CHN,1:1,,Friendly 2018,True
606,2018-12-29,BHR,PRK,4:0,,Friendly 2018,False
607,2018-12-30,OMA,AUS,0:5,,Friendly 2018,True
608,2018-12-30,YEM,SYR,0:1,,Friendly 2018,True
609,2018-12-31,PLE,KGZ,1:2,,Friendly 2018,True
610,2018-12-31,QAT,IRN,1:2,,Friendly 2018,False
611,2018-12-31,KSA,KOR,0:0,,Friendly 2018,True
612,2019-01-05,UAE,BHR,1:1,,AFC Nations Cup 2019,False
613,2019-01-06,SYR,PLE,0:0,,AFC Nations Cup 2019,True
614,2019-01-06,AUS,JOR,0:1,,AFC Nations Cup 2019,True
615,2019-01-06,THA,IND,1:4,,AFC Nations Cup 2019,True
616,2019-01-07,CHN,KGZ,2:1,,AFC Nations Cup 2019,True
617,2019-01-07,KOR,PHI,1:0,,AFC Nations Cup 2019,True
618,2019-01-07,IRN,YEM,5:0,,AFC Nations Cup 2019,True
619,2019-01-08,IRQ,VIE,3:2,,AFC Nations Cup 2019,True
620,2019-01-08,KSA,PRK,4:0,,AFC Nations Cup 2019,True
621,2019-01-09,QAT,LIB,2:0,,AFC Nations Cup 2019,True
622,2019-01-09,JPN,TKM,3:2,,AFC Nations Cup 2019,True
623,2019-01-09,UZB,OMA,2:1,,AFC Nations Cup 2019,True
624,2019-01-10,BHR,THA,0:1,,AFC Nations Cup 2019,True
625,2019-01-10,UAE,IND,2:0,,AFC Nations Cup 2019,False
626,2019-01-10,JOR,SYR,2:0,,AFC Nations Cup 2019,True
627,2019-01-11,EST,FIN,2:1,,Friendly 2019,True
628,2019-01-11,KGZ,KOR,0:1,,AFC Nations Cup 2019,True
629,2019-01-11,PLE,AUS,0:3,,AFC Nations Cup 2019,True
630,2019-01-11,PHI,CHN,0:3,,AFC Nations Cup 2019,True
631,2019-01-12,VIE,IRN,0:2,,AFC Nations Cup 2019,True
632,2019-01-12,YEM,IRQ,0:3,,AFC Nations Cup 2019,True
633,2019-01-12,LIB,KSA,0:2,,AFC Nations Cup 2019,True
634,2019-01-13,PRK,QAT,0:6,,AFC Nations Cup 2019,True
635,2019-01-13,OMA,JPN,0:1,,AFC Nations Cup 2019,True
636,2019-01-13,TKM,UZB,0:4,,AFC Nations Cup 2019,True
637,2019-01-14,IND,BHR,0:1,,AFC Nations Cup 2019,True
638,2019-01-14,UAE,THA,1:1,,AFC Nations Cup 2019,False
639,2019-01-15,EST,ISL,0:0,,Friendly 2019,True
640,2019-01-15,PLE,JOR,0:0,,AFC Nations Cup 2019,True
641,2019-01-15,AUS,SYR,3:2,,AFC Nations Cup 2019,True
642,2019-01-16,KOR,CHN,2:0,,AFC Nations Cup 2019,True
643,2019-01-16,KGZ,PHI,3:1,,AFC Nations Cup 2019,True
644,2019-01-16,IRN,IRQ,0:0,,AFC Nations Cup 2019,True
645,2019-01-16,VIE,YEM,2:0,,AFC Nations Cup 2019,True
646,2019-01-17,LIB,PRK,4:1,,AFC Nations Cup 2019,True
647,2019-01-17,KSA,QAT,0:2,,AFC Nations Cup 2019,True
648,2019-01-17,JPN,UZB,2:1,,AFC Nations Cup 2019,True
649,2019-01-17,OMA,TKM,3:1,,AFC Nations Cup 2019,True
650,2019-01-20,JOR,VIE,1:1 a.e.t.,2:4,AFC Nations Cup 2019,True
651,2019-01-20,THA,CHN,1:2,,AFC Nations Cup 2019,True
652,2019-01-20,IRN,OMA,2:0,,AFC Nations Cup 2019,True
653,2019-01-21,JPN,KSA,1:0,,AFC Nations Cup 2019,True
654,2019-01-21,UAE,KGZ,3:2 a.e.t.,,AFC Nations Cup 2019,False
655,2019-01-21,AUS,UZB,0:0 a.e.t.,4:2,AFC Nations Cup 2019,True
656,2019-01-22,QAT,IRQ,1:0,,AFC Nations Cup 2019,True
657,2019-01-22,KOR,BHR,2:1 a.e.t.,,AFC Nations Cup 2019,True
658,2019-01-24,CHN,IRN,0:3,,AFC Nations Cup 2019,True
659,2019-01-24,VIE,JPN,0:1,,AFC Nations Cup 2019,True
660,2019-01-25,KOR,QAT,0:1,,AFC Nations Cup 2019,True
661,2019-01-25,UAE,AUS,1:0,,AFC Nations Cup 2019,False
662,2019-01-27,USA,PAN,3:0,,Friendly 2019,False
663,2019-01-28,IRN,JPN,0:3,,AFC Nations Cup 2019,True
664,2019-01-29,UAE,QAT,0:4,,AFC Nations Cup 2019,False
665,2019-02-01,JPN,QAT,1:3,,AFC Nations Cup 2019,True
666,2019-02-02,USA,CRC,2:0,,Friendly 2019,False
667,2019-02-25,CUB,BER,2:2,,Friendly 2019,False
668,2019-02-27,CUB,BER,5:0,,Friendly 2019,False
669,2019-02-28,GRN,LCA,1:0,,Friendly 2019,True
670,2019-02-28,VIN,BRB,2:0,,Friendly 2019,False
671,2019-03-02,VIN,LCA,2:1,,Friendly 2019,False
672,2019-03-02,GRN,DMA,0:1,,Friendly 2019,True
673,2019-03-04,LCA,DMA,1:1,,Friendly 2019,True
674,2019-03-04,BRB,GRN,3:0,,Friendly 2019,True
675,2019-03-06,LCA,BRB,0:2,,Friendly 2019,True
676,2019-03-06,VIN,DMA,2:1,,Friendly 2019,False
677,2019-03-06,SLV,GUA,3:1,,Friendly 2019,True
678,2019-03-08,DMA,BRB,0:2,,Friendly 2019,True
679,2019-03-08,VIN,GRN,1:1,,Friendly 2019,False
680,2019-03-09,CAM,BAN,0:1,,Friendly 2019,False
681,2019-03-16,BAH,TCA,6:1,,Friendly 2019,False
682,2019-03-18,FIJ,NCL,3:0,,Friendly 2019,False
683,2019-03-18,SOL,VAN,3:1,,Friendly 2019,False
684,2019-03-19,MYA,TPE,0:0,,Friendly 2019,False
685,2019-03-20,WAL,TRI,1:0,,Friendly 2019,False
686,2019-03-20,IRQ,SYR,1:0,,Friendly 2019,False
687,2019-03-20,GER,SRB,1:1,,Friendly 2019,False
688,2019-03-20,MAS,SIN,0:1,,Friendly 2019,False
689,2019-03-20,OMA,AFG,5:0,,Friendly 2019,True
690,2019-03-21,MKD,LVA,3:1,,UEFA EURO 2020 Q,False
691,2019-03-21,KAZ,SCO,3:0,,UEFA EURO 2020 Q,False
692,2019-03-21,CYP,SMR,5:0,,UEFA EURO 2020 Q,False
693,2019-03-21,BEL,RUS,3:1,,UEFA EURO 2020 Q,False
694,2019-03-21,ISR,SVN,1:1,,UEFA EURO 2020 Q,False
695,2019-03-21,AUT,POL,0:1,,UEFA EURO 2020 Q,False
696,2019-03-21,SVK,HUN,2:0,,UEFA EURO 2020 Q,False
697,2019-03-21,NIR,EST,2:0,,UEFA EURO 2020 Q,False
698,2019-03-21,CRO,AZE,2:1,,UEFA EURO 2020 Q,False
699,2019-03-21,USA,ECU,1:0,,Friendly 2019,False
700,2019-03-21,UAE,KSA,2:1,,Friendly 2019,False
701,2019-03-21,KUW,NEP,0:0,,Friendly 2019,False
702,2019-03-21,KOS,DEN,2:2,,Friendly 2019,False
703,2019-03-21,NCL,MRI,1:3,,Friendly 2019,True
704,2019-03-21,CHN,THA,0:1,,Friendly 2019,False
705,2019-03-21,VGB,TCA,2:2,,CONCACAF Nations League 2020 Q,True
706,2019-03-21,NED,BLR,4:0,,UEFA EURO 2020 Q,False
707,2019-03-22,BUL,MNE,1:1,,UEFA EURO 2020 Q,False
708,2019-03-22,JPN,COL,0:1,,Friendly 2019,False
709,2019-03-22,KOR,BOL,1:0,,Friendly 2019,False
710,2019-03-22,PER,PAR,1:0,,Friendly 2019,True
711,2019-03-22,ENG,CZE,5:0,,UEFA EURO 2020 Q,False
712,2019-03-22,GUA,CRC,1:0,,Friendly 2019,False
713,2019-03-22,POR,UKR,0:0,,UEFA EURO 2020 Q,False
714,2019-03-22,ALB,TUR,0:2,,UEFA EURO 2020 Q,False
715,2019-03-22,AND,ISL,0:2,,UEFA EURO 2020 Q,False
716,2019-03-22,MDA,FRA,1:4,,UEFA EURO 2020 Q,False
717,2019-03-22,LUX,LTU,2:1,,UEFA EURO 2020 Q,False
718,2019-03-22,CHI,MEX,1:3,,Friendly 2019,True
719,2019-03-22,BFA,MTN,1:0,,CAF Nations Cup 2019 Q,False
720,2019-03-22,URU,UZB,3:0,,Friendly 2019,True
721,2019-03-22,SDN,EQG,1:4,,CAF Nations Cup 2019 Q,False
722,2019-03-22,MWI,MAR,0:0,,CAF Nations Cup 2019 Q,False
723,2019-03-22,ALG,GAM,1:1,,CAF Nations Cup 2019 Q,False
724,2019-03-22,NGA,SEY,3:1,,CAF Nations Cup 2019 Q,False
725,2019-03-22,BOT,ANG,0:1,,CAF Nations Cup 2019 Q,False
726,2019-03-22,ARG,VEN,1:3,,Friendly 2019,True
727,2019-03-22,TUN,SWZ,4:0,,CAF Nations Cup 2019 Q,False
728,2019-03-22,AIA,VIR,0:3,,CONCACAF Nations League 2020 Q,False
729,2019-03-22,CAY,MSR,1:2,,CONCACAF Nations League 2020 Q,False
730,2019-03-22,LCA,ARU,3:2,,CONCACAF Nations League 2020 Q,True
731,2019-03-23,MAS,AFG,2:1,,Friendly 2019,False
732,2019-03-23,OMA,SIN,1:1,5:4,Friendly 2019,True
733,2019-03-23,JOR,SYR,0:1,,Friendly 2019,True
734,2019-03-23,BRA,PAN,1:1,,Friendly 2019,True
735,2019-03-23,GEO,SUI,0:2,,UEFA EURO 2020 Q,False
736,2019-03-23,MLT,FRO,2:1,,UEFA EURO 2020 Q,False
737,2019-03-23,LIE,GRE,0:2,,UEFA EURO 2020 Q,False
738,2019-03-23,ESP,NOR,2:1,,UEFA EURO 2020 Q,False
739,2019-03-23,SWE,ROU,2:1,,UEFA EURO 2020 Q,False
740,2019-03-23,BIH,ARM,2:1,,UEFA EURO 2020 Q,False
741,2019-03-23,SUR,SKN,2:0,,CONCACAF Nations League 2020 Q,False
742,2019-03-23,GIB,IRL,0:1,,UEFA EURO 2020 Q,False
743,2019-03-23,ITA,FIN,2:0,,UEFA EURO 2020 Q,False
744,2019-03-23,GUY,BLZ,2:1,,CONCACAF Nations League 2020 Q,False
745,2019-03-23,DMA,BAH,4:0,,CONCACAF Nations League 2020 Q,False
746,2019-03-23,ATG,CUW,2:1,,CONCACAF Nations League 2020 Q,False
747,2019-03-23,ZAM,NAM,4:1,,CAF Nations Cup 2019 Q,False
748,2019-03-23,GNB,MOZ,2:2,,CAF Nations Cup 2019 Q,False
749,2019-03-23,NIG,EGY,1:1,,CAF Nations Cup 2019 Q,False
750,2019-03-23,CIV,RWA,3:0,,CAF Nations Cup 2019 Q,False
751,2019-03-23,GHA,KEN,1:0,,CAF Nations Cup 2019 Q,False
752,2019-03-23,MLI,SSD,3:0,,CAF Nations Cup 2019 Q,False
753,2019-03-23,BDI,GAB,1:1,,CAF Nations Cup 2019 Q,False
754,2019-03-23,CMR,COM,3:0,,CAF Nations Cup 2019 Q,False
755,2019-03-23,SEN,MAD,2:0,,CAF Nations Cup 2019 Q,False
756,2019-03-23,SLV,JAM,2:0,,CONCACAF Nations League 2020 Q,False
757,2019-03-24,NIR,BLR,2:1,,UEFA EURO 2020 Q,False
758,2019-03-24,HUN,CRO,2:1,,UEFA EURO 2020 Q,False
759,2019-03-24,WAL,SVK,1:0,,UEFA EURO 2020 Q,False
760,2019-03-24,ISR,AUT,4:2,,UEFA EURO 2020 Q,False
761,2019-03-24,NED,GER,2:3,,UEFA EURO 2020 Q,False
762,2019-03-24,SVN,MKD,1:1,,UEFA EURO 2020 Q,False
763,2019-03-24,CYP,BEL,0:2,,UEFA EURO 2020 Q,False
764,2019-03-24,KAZ,RUS,0:4,,UEFA EURO 2020 Q,False
765,2019-03-24,SMR,SCO,0:2,,UEFA EURO 2020 Q,False
766,2019-03-24,POL,LVA,2:0,,UEFA EURO 2020 Q,False
767,2019-03-24,TPE,SOL,0:1,,Friendly 2019,False
768,2019-03-24,HAI,CUB,2:1,,CONCACAF Nations League 2020 Q,False
769,2019-03-24,PUR,GRN,0:2,,CONCACAF Nations League 2020 Q,False
770,2019-03-24,FIJ,MRI,1:0,,Friendly 2019,False
771,2019-03-24,DOM,BER,1:3,,CONCACAF Nations League 2020 Q,False
772,2019-03-24,BRB,NCA,0:1,,CONCACAF Nations League 2020 Q,False
773,2019-03-24,TAN,UGA,3:0,,CAF Nations Cup 2019 Q,False
774,2019-03-24,CPV,LES,0:0,,CAF Nations Cup 2019 Q,False
775,2019-03-24,CTA,GUI,0:0,,CAF Nations Cup 2019 Q,False
776,2019-03-24,ZIM,CGO,2:0,,CAF Nations Cup 2019 Q,False
777,2019-03-24,COD,LBR,1:0,,CAF Nations Cup 2019 Q,False
778,2019-03-24,LBY,RSA,1:2,,CAF Nations Cup 2019 Q,True
779,2019-03-24,BEN,TOG,2:1,,CAF Nations Cup 2019 Q,False
780,2019-03-25,TUR,MDA,4:0,,UEFA EURO 2020 Q,False
781,2019-03-25,FRA,ISL,4:0,,UEFA EURO 2020 Q,False
